주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
KL-260222-0644,2026-02-22,21:21,컬리,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,대구,배송완료
CP-4000000645,2026-02-23,02:25,쿠팡,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,경남,배송완료
NV-260223-00646,2026-02-23,08:20,네이버,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,인천,배송완료
NV-260223-00646,2026-02-23,08:20,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,3,14500,43500,인천,배송완료
CP-4000000647,2026-02-23,12:39,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,반품완료
29-100648,2026-02-23,09:03,29CM,세트,베스트 4종 세트,NM-5000001,2,55000,110000,경기,배송완료
CP-4000000649,2026-02-23,20:32,쿠팡,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,경북,배송완료
NV-260223-00650,2026-02-23,13:31,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,제주,배송완료
CP-4000000651,2026-02-23,17:42,쿠팡,세트,베스트 4종 세트,NM-5000001,2,55000,110000,충북,배송완료
NV-260223-00652,2026-02-23,17:41,네이버,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,부산,배송완료
CP-4000000653,2026-02-23,13:29,쿠팡,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,인천,반품완료
CP-4000000653,2026-02-23,13:29,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,인천,반품완료
29-100654,2026-02-23,04:30,29CM,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,경기,배송완료
NV-260223-00655,2026-02-23,16:02,네이버,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,대구,배송완료
NV-260223-00655,2026-02-23,16:02,네이버,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,대구,배송완료
CP-4000000656,2026-02-23,03:47,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경북,배송완료
CP-4000000656,2026-02-23,03:47,쿠팡,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,경북,배송완료
KL-260223-0657,2026-02-23,20:09,컬리,MD상품,키링 mix man,NM-4000001,1,12000,12000,전북,배송완료
29-100658,2026-02-23,13:35,29CM,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,부산,반품완료
29-100658,2026-02-23,13:35,29CM,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,부산,반품완료
KL-260223-0659,2026-02-23,21:25,컬리,세트,전맛 6종 세트,NM-5000002,2,89000,178000,경기,배송완료
KL-260223-0659,2026-02-23,21:25,컬리,커피포,생일파티바닐라 커피포,NM-2000005,3,15900,47700,경기,배송완료
KL-260223-0660,2026-02-23,21:09,컬리,스낵,오란다 말차,NM-3000004,3,4500,13500,전북,배송완료
NV-260223-00661,2026-02-23,15:28,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,제주,교환완료
29-100662,2026-02-23,18:27,29CM,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,교환완료
KL-260223-0663,2026-02-23,13:33,컬리,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,인천,배송완료
KL-260223-0663,2026-02-23,13:33,컬리,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,인천,배송완료
KL-260223-0664,2026-02-23,18:35,컬리,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,충북,배송완료
KL-260223-0665,2026-02-23,16:28,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,세종,배송완료
NV-260223-00666,2026-02-23,08:24,네이버,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,경기,교환완료
CP-4000000667,2026-02-23,16:29,쿠팡,세트,베스트 4종 세트,NM-5000001,3,55000,165000,경남,배송완료
CP-4000000667,2026-02-23,16:29,쿠팡,스낵,오란다 오리지널,NM-3000003,2,4500,9000,경남,배송완료
CP-4000000667,2026-02-23,16:29,쿠팡,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,경남,배송완료
KL-260223-0668,2026-02-23,13:43,컬리,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,서울,배송완료
KL-260223-0669,2026-02-23,08:30,컬리,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,대전,배송완료
KL-260223-0669,2026-02-23,08:30,컬리,세트,베스트 4종 세트,NM-5000001,1,55000,55000,대전,배송완료
KL-260223-0669,2026-02-23,08:30,컬리,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,대전,배송완료
NV-260223-00670,2026-02-23,19:44,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,경기,배송완료
NV-260223-00671,2026-02-23,12:19,네이버,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,서울,배송완료
NV-260223-00671,2026-02-23,12:19,네이버,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,서울,배송완료
NV-260223-00671,2026-02-23,12:19,네이버,세트,베스트 4종 세트,NM-5000001,2,55000,110000,서울,배송완료
NV-260223-00672,2026-02-23,20:24,네이버,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,서울,배송완료
NV-260223-00672,2026-02-23,20:24,네이버,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,서울,배송완료
NV-260223-00672,2026-02-23,20:24,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
CP-4000000673,2026-02-23,17:13,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
CP-4000000673,2026-02-23,17:13,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
29-100674,2026-02-23,14:25,29CM,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,경북,배송완료
CP-4000000675,2026-02-24,23:02,쿠팡,MD상품,뉴믹스 에코백,NM-4000004,3,18000,54000,충남,교환완료
CP-4000000675,2026-02-24,23:02,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,충남,교환완료
CP-4000000676,2026-02-24,12:23,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,대구,배송완료
CP-4000000676,2026-02-24,12:23,쿠팡,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,대구,배송완료
CP-4000000676,2026-02-24,12:23,쿠팡,스낵,오란다 말차,NM-3000004,1,4500,4500,대구,배송완료
KL-260224-0677,2026-02-24,20:22,컬리,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,대구,배송완료
NV-260224-00678,2026-02-24,16:26,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,대전,배송완료
NV-260224-00678,2026-02-24,16:26,네이버,세트,전맛 6종 세트,NM-5000002,2,89000,178000,대전,배송완료
NV-260224-00678,2026-02-24,16:26,네이버,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,대전,배송완료
CP-4000000679,2026-02-24,22:48,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,교환완료
CP-4000000680,2026-02-24,18:57,쿠팡,세트,전맛 6종 세트,NM-5000002,2,89000,178000,경기,배송완료
CP-4000000680,2026-02-24,18:57,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,경기,배송완료
CP-4000000681,2026-02-24,21:53,쿠팡,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,인천,배송완료
CP-4000000681,2026-02-24,21:53,쿠팡,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,인천,배송완료
KL-260224-0682,2026-02-24,21:43,컬리,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,광주,배송완료
NV-260224-00683,2026-02-24,20:43,네이버,커피포,라즈베리말차 커피포,NM-2000017,2,15900,31800,경기,배송완료
NV-260224-00683,2026-02-24,20:43,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,경기,배송완료
NV-260224-00684,2026-02-24,15:47,네이버,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,전북,배송완료
NV-260224-00684,2026-02-24,15:47,네이버,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,전북,배송완료
NV-260224-00685,2026-02-24,14:08,네이버,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,제주,배송완료
NV-260224-00685,2026-02-24,14:08,네이버,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,3,5500,16500,제주,배송완료
CP-4000000686,2026-02-24,17:38,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,교환완료
CP-4000000686,2026-02-24,17:38,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,2,15900,31800,서울,교환완료
CP-4000000686,2026-02-24,17:38,쿠팡,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,서울,교환완료
29-100687,2026-02-24,11:51,29CM,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,대구,교환완료
KL-260224-0688,2026-02-24,21:19,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,경북,교환완료
KL-260224-0689,2026-02-24,00:58,컬리,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,광주,배송완료
KL-260224-0690,2026-02-24,01:38,컬리,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,충남,배송완료
29-100691,2026-02-24,19:16,29CM,커피포,바나나우유맛 커피포,NM-2000043,3,15900,47700,서울,배송완료
29-100691,2026-02-24,19:16,29CM,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,서울,배송완료
29-100691,2026-02-24,19:16,29CM,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,서울,배송완료
NV-260224-00692,2026-02-24,20:38,네이버,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,대전,배송완료
NV-260224-00693,2026-02-24,20:52,네이버,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,대구,배송완료
NV-260224-00693,2026-02-24,20:52,네이버,커피포,얼그레이밀크티 커피포,NM-2000016,2,15900,31800,대구,배송완료
NV-260224-00693,2026-02-24,20:52,네이버,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,대구,배송완료
NV-260224-00694,2026-02-24,19:45,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
NV-260224-00694,2026-02-24,19:45,네이버,MD상품,키링 포 모양,NM-4000002,2,12000,24000,경기,배송완료
KL-260224-0695,2026-02-24,21:27,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,교환완료
NV-260224-00696,2026-02-24,01:06,네이버,세트,베스트 4종 세트,NM-5000001,2,55000,110000,부산,배송완료
CP-4000000697,2026-02-24,21:08,쿠팡,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,경기,반품완료
CP-4000000698,2026-02-24,11:54,쿠팡,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,대구,배송완료
KL-260224-0699,2026-02-24,14:44,컬리,세트,전맛 6종 세트,NM-5000002,1,89000,89000,서울,배송완료
KL-260224-0699,2026-02-24,14:44,컬리,세트,선물세트 (3입x4종),NM-5000003,3,32000,96000,서울,배송완료
KL-260224-0699,2026-02-24,14:44,컬리,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,서울,배송완료
KL-260224-0700,2026-02-24,14:07,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,서울,배송완료
KL-260224-0700,2026-02-24,14:07,컬리,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,서울,배송완료
KL-260224-0700,2026-02-24,14:07,컬리,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,서울,배송완료
KL-260224-0701,2026-02-24,16:25,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,경북,배송완료
KL-260224-0702,2026-02-24,22:05,컬리,세트,전맛 6종 세트,NM-5000002,2,89000,178000,전북,배송완료
KL-260224-0702,2026-02-24,22:05,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,3,15900,47700,전북,배송완료
CP-4000000703,2026-02-24,20:13,쿠팡,스낵,오란다 오리지널,NM-3000003,1,4500,4500,울산,배송완료
CP-4000000703,2026-02-24,20:13,쿠팡,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,울산,배송완료
NV-260224-00704,2026-02-24,10:42,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,대구,교환완료
NV-260224-00705,2026-02-24,06:02,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,서울,배송완료
NV-260224-00705,2026-02-24,06:02,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
KL-260224-0706,2026-02-24,17:53,컬리,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,경남,배송완료
KL-260224-0706,2026-02-24,17:53,컬리,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경남,배송완료
CP-4000000707,2026-02-24,22:33,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,경기,배송완료
CP-4000000708,2026-02-24,17:43,쿠팡,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,서울,배송완료
CP-4000000708,2026-02-24,17:43,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,서울,배송완료
CP-4000000709,2026-02-25,07:57,쿠팡,커피포,오리지널 에어 10T,NM-2000008,3,16500,49500,서울,배송완료
NV-260225-00710,2026-02-25,09:16,네이버,MD상품,키링 mix man,NM-4000001,1,12000,12000,경남,배송완료
NV-260225-00710,2026-02-25,09:16,네이버,스낵,오란다 오리지널,NM-3000003,1,4500,4500,경남,배송완료
NV-260225-00710,2026-02-25,09:16,네이버,MD상품,키링 mix man,NM-4000001,1,12000,12000,경남,배송완료
NV-260225-00711,2026-02-25,15:41,네이버,세트,베스트 4종 세트,NM-5000001,2,55000,110000,경북,배송완료
NV-260225-00712,2026-02-25,07:35,네이버,커피포,라즈베리말차 커피포,NM-2000017,1,15900,15900,제주,배송완료
NV-260225-00712,2026-02-25,07:35,네이버,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,제주,배송완료
NV-260225-00712,2026-02-25,07:35,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,제주,배송완료
CP-4000000713,2026-02-25,09:08,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,전북,교환완료
NV-260225-00714,2026-02-25,07:33,네이버,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,전남,반품완료
NV-260225-00714,2026-02-25,07:33,네이버,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,전남,반품완료
CP-4000000715,2026-02-25,19:14,쿠팡,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,경기,배송완료
CP-4000000715,2026-02-25,19:14,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,배송완료
NV-260225-00716,2026-02-25,10:25,네이버,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,3,5500,16500,서울,교환완료
KL-260225-0717,2026-02-25,21:39,컬리,스낵,오란다 말차,NM-3000004,1,4500,4500,대구,교환완료
CP-4000000718,2026-02-25,09:07,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,대전,배송완료
CP-4000000718,2026-02-25,09:07,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,대전,배송완료
CP-4000000719,2026-02-25,12:30,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,2,5500,11000,울산,배송완료
CP-4000000719,2026-02-25,12:30,쿠팡,MD상품,키링 포 모양,NM-4000002,1,12000,12000,울산,배송완료
NV-260225-00720,2026-02-25,07:03,네이버,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,대구,배송완료
CP-4000000721,2026-02-25,17:13,쿠팡,MD상품,뉴믹스 에코백,NM-4000004,2,18000,36000,대전,배송완료
CP-4000000722,2026-02-25,21:36,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,서울,배송완료
CP-4000000722,2026-02-25,21:36,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,서울,배송완료
CP-4000000723,2026-02-25,08:09,쿠팡,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,인천,배송완료
KL-260225-0724,2026-02-25,23:52,컬리,커피포,군밤맛 커피포,NM-2000015,1,15900,15900,경기,교환완료
KL-260225-0725,2026-02-25,07:36,컬리,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,대구,배송완료
KL-260225-0725,2026-02-25,07:36,컬리,스낵,오란다 오리지널,NM-3000003,2,4500,9000,대구,배송완료
NV-260225-00726,2026-02-25,15:24,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,부산,배송완료
NV-260225-00726,2026-02-25,15:24,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,부산,배송완료
NV-260225-00726,2026-02-25,15:24,네이버,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,부산,배송완료
NV-260225-00727,2026-02-25,09:21,네이버,스낵,오란다 오리지널,NM-3000003,3,4500,13500,세종,배송완료
CP-4000000728,2026-02-25,23:12,쿠팡,MD상품,키링 mix man,NM-4000001,2,12000,24000,대전,교환완료
CP-4000000728,2026-02-25,23:12,쿠팡,스낵,건빵크런치 8개입,NM-3000001,3,6500,19500,대전,교환완료
CP-4000000729,2026-02-25,20:50,쿠팡,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,경북,배송완료
CP-4000000729,2026-02-25,20:50,쿠팡,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,경북,배송완료
CP-4000000729,2026-02-25,20:50,쿠팡,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,경북,배송완료
KL-260225-0730,2026-02-25,22:53,컬리,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,대전,배송완료
CP-4000000731,2026-02-25,12:21,쿠팡,스낵,건빵크런치 8개입,NM-3000001,2,6500,13000,서울,배송완료
NV-260225-00732,2026-02-25,14:01,네이버,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,경기,배송완료
NV-260225-00732,2026-02-25,14:01,네이버,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,경기,배송완료
NV-260225-00732,2026-02-25,14:01,네이버,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,경기,배송완료
NV-260225-00733,2026-02-25,17:44,네이버,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,대구,배송완료
29-100734,2026-02-25,18:27,29CM,스낵,오란다 오리지널,NM-3000003,3,4500,13500,서울,배송완료
CP-4000000735,2026-02-25,21:52,쿠팡,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,서울,배송완료
CP-4000000735,2026-02-25,21:52,쿠팡,스낵,오란다 말차,NM-3000004,3,4500,13500,서울,배송완료
KL-260226-0736,2026-02-26,17:06,컬리,세트,선물세트 (3입x4종),NM-5000003,1,32000,32000,대전,배송완료
NV-260226-00737,2026-02-26,16:06,네이버,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
NV-260226-00737,2026-02-26,16:06,네이버,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,서울,배송완료
KL-260226-0738,2026-02-26,07:52,컬리,스낵,쌀전병 스낵 믹스커피맛,NM-3000002,1,5500,5500,대구,배송완료
KL-260226-0739,2026-02-26,20:56,컬리,커피포,군밤맛 커피포,NM-2000015,2,15900,31800,경북,배송완료
KL-260226-0739,2026-02-26,20:56,컬리,MD상품,키링 포 모양,NM-4000002,1,12000,12000,경북,배송완료
KL-260226-0740,2026-02-26,17:33,컬리,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,경기,배송완료
NV-260226-00741,2026-02-26,03:35,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경북,배송완료
KL-260226-0742,2026-02-26,17:35,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,인천,배송완료
NV-260226-00743,2026-02-26,10:42,네이버,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,서울,배송완료
NV-260226-00744,2026-02-26,21:31,네이버,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,광주,배송완료
NV-260226-00744,2026-02-26,21:31,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,광주,배송완료
KL-260226-0745,2026-02-26,23:21,컬리,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,경기,배송완료
KL-260226-0745,2026-02-26,23:21,컬리,MD상품,도자기컵,NM-4000003,2,28000,56000,경기,배송완료
NV-260226-00746,2026-02-26,14:42,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,반품완료
CP-4000000747,2026-02-26,18:22,쿠팡,세트,베스트 4종 세트,NM-5000001,2,55000,110000,경기,배송완료
NV-260226-00748,2026-02-26,19:57,네이버,스낵,오란다 오리지널,NM-3000003,1,4500,4500,서울,배송완료
NV-260226-00749,2026-02-26,13:28,네이버,커피포,민트초코맛 커피포,NM-2000014,1,15900,15900,대구,배송완료
CP-4000000750,2026-02-26,11:02,쿠팡,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
CP-4000000750,2026-02-26,11:02,쿠팡,세트,선물세트 (3입x4종),NM-5000003,2,32000,64000,경기,배송완료
CP-4000000750,2026-02-26,11:02,쿠팡,MD상품,도자기컵,NM-4000003,2,28000,56000,경기,배송완료
CP-4000000751,2026-02-26,07:00,쿠팡,세트,전맛 6종 세트,NM-5000002,2,89000,178000,서울,교환완료
CP-4000000751,2026-02-26,07:00,쿠팡,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,교환완료
CP-4000000751,2026-02-26,07:00,쿠팡,커피포,바나나우유맛 커피포,NM-2000043,1,15900,15900,서울,교환완료
29-100752,2026-02-26,11:52,29CM,MD상품,키링 mix man,NM-4000001,1,12000,12000,강원,배송완료
29-100752,2026-02-26,11:52,29CM,MD상품,키링 포 모양,NM-4000002,2,12000,24000,강원,배송완료
CP-4000000753,2026-02-26,12:24,쿠팡,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,서울,배송완료
CP-4000000753,2026-02-26,12:24,쿠팡,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
NV-260226-00754,2026-02-26,17:57,네이버,커피포,바나나우유맛 커피포,NM-2000043,2,15900,31800,충남,배송완료
NV-260226-00754,2026-02-26,17:57,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,충남,배송완료
CP-4000000755,2026-02-26,07:50,쿠팡,세트,선물세트 (3입x4종),NM-5000003,3,32000,96000,충남,배송완료
CP-4000000755,2026-02-26,07:50,쿠팡,커피포,오리지널 에어 10T,NM-2000008,2,16500,33000,충남,배송완료
NV-260226-00756,2026-02-26,17:22,네이버,MD상품,키링 포 모양,NM-4000002,1,12000,12000,서울,배송완료
KL-260226-0757,2026-02-26,02:06,컬리,커피포,군밤맛 커피포,NM-2000015,3,15900,47700,경기,반품완료
KL-260226-0757,2026-02-26,02:06,컬리,커피포,타로밀크티 커피포,NM-2000018,1,15900,15900,경기,반품완료
KL-260226-0757,2026-02-26,02:06,컬리,커피포,밀크카라멜맛 커피포,NM-2000114,1,15900,15900,경기,반품완료
NV-260226-00758,2026-02-26,11:57,네이버,커피포,얼그레이밀크티 커피포,NM-2000016,1,15900,15900,서울,배송완료
KL-260227-0759,2026-02-27,19:12,컬리,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,경남,배송완료
KL-260227-0759,2026-02-27,19:12,컬리,스낵,오란다 말차,NM-3000004,2,4500,9000,경남,배송완료
NV-260227-00760,2026-02-27,15:32,네이버,커피포,오리지날 커피포 10T,NM-2000003,2,14500,29000,강원,배송완료
29-100761,2026-02-27,14:02,29CM,커피포,말차라떼맛 커피포,NM-2000108,1,15900,15900,부산,배송완료
KL-260227-0762,2026-02-27,14:10,컬리,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,서울,배송완료
KL-260227-0762,2026-02-27,14:10,컬리,세트,베스트 4종 세트,NM-5000001,3,55000,165000,서울,배송완료
KL-260227-0762,2026-02-27,14:10,컬리,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,서울,배송완료
NV-260227-00763,2026-02-27,00:53,네이버,스낵,건빵크런치 8개입,NM-3000001,1,6500,6500,광주,배송완료
NV-260227-00763,2026-02-27,00:53,네이버,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,광주,배송완료
NV-260227-00764,2026-02-27,21:33,네이버,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,서울,배송완료
NV-260227-00764,2026-02-27,21:33,네이버,커피포,타로밀크티 커피포,NM-2000018,3,15900,47700,서울,배송완료
NV-260227-00764,2026-02-27,21:33,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,서울,배송완료
29-100765,2026-02-27,18:36,29CM,커피포,화이트베리모카맛 커피포,NM-2000013,2,15900,31800,서울,배송완료
29-100765,2026-02-27,18:36,29CM,커피포,타로밀크티 커피포,NM-2000018,2,15900,31800,서울,배송완료
CP-4000000766,2026-02-27,09:36,쿠팡,커피포,생일파티바닐라 커피포,NM-2000005,1,15900,15900,경기,배송완료
CP-4000000767,2026-02-27,23:08,쿠팡,MD상품,뉴믹스 에코백,NM-4000004,1,18000,18000,서울,배송완료
CP-4000000767,2026-02-27,23:08,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,서울,배송완료
NV-260227-00768,2026-02-27,19:19,네이버,세트,베스트 4종 세트,NM-5000001,1,55000,55000,대전,배송완료
CP-4000000769,2026-02-27,09:20,쿠팡,커피포,라즈베리말차 커피포,NM-2000017,3,15900,47700,충남,교환완료
KL-260227-0770,2026-02-27,18:11,컬리,커피포,생일파티바닐라 커피포,NM-2000005,2,15900,31800,서울,배송완료
KL-260227-0770,2026-02-27,18:11,컬리,스낵,오란다 오리지널,NM-3000003,1,4500,4500,서울,배송완료
KL-260227-0770,2026-02-27,18:11,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,1,14500,14500,서울,배송완료
CP-4000000771,2026-02-27,21:11,쿠팡,세트,베스트 4종 세트,NM-5000001,2,55000,110000,인천,배송완료
CP-4000000771,2026-02-27,21:11,쿠팡,커피포,화이트베리모카맛 커피포,NM-2000013,1,15900,15900,인천,배송완료
CP-4000000771,2026-02-27,21:11,쿠팡,커피포,말차라떼맛 커피포,NM-2000108,2,15900,31800,인천,배송완료
KL-260227-0772,2026-02-27,19:10,컬리,세트,전맛 6종 세트,NM-5000002,3,89000,267000,충북,교환완료
NV-260227-00773,2026-02-27,13:02,네이버,세트,전맛 6종 세트,NM-5000002,2,89000,178000,충북,배송완료
NV-260227-00774,2026-02-27,14:22,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
NV-260227-00774,2026-02-27,14:22,네이버,세트,전맛 6종 세트,NM-5000002,1,89000,89000,경기,배송완료
KL-260227-0775,2026-02-27,10:22,컬리,커피포,볶은쌀 커피포 10T,NM-2000004,2,14500,29000,부산,배송완료
NV-260227-00776,2026-02-27,10:41,네이버,커피포,오리지날 커피포 10T,NM-2000003,1,14500,14500,경기,배송완료
CP-4000000777,2026-02-27,20:37,쿠팡,커피포,생일파티바닐라 커피포,NM-2000005,3,15900,47700,경기,교환완료
CP-4000000777,2026-02-27,20:37,쿠팡,세트,전맛 6종 세트,NM-5000002,2,89000,178000,경기,교환완료
CP-4000000778,2026-02-27,10:55,쿠팡,세트,전맛 6종 세트,NM-5000002,1,89000,89000,경기,배송완료
